"word"	"syll_seq"	"syll_text"	"syll_dscr"
"jllnCKh^DiM-qe-jffnz"	"7"	"jffn"	"handshape"
"jllnCKh^DiM-qe-jffnz"	"8"	"z"	"repetition"
"jllnDik-qk-iM"	"1"	"jlln"	"handshape"
"jllnDik-qk-iM"	"2"	"D"	"location"
"jllnDik-qk-iM"	"3"	"ik"	"palm_facing"
"jllnDik-qk-iM"	"4"	"-"	"syllable_separator"
"jllnDik-qk-iM"	"5"	"qk"	"movement"
"jllnDik-qk-iM"	"6"	"-"	"syllable_separator"
"jllnDik-qk-iM"	"7"	"iM"	"palm_facing"
"jllnWDM-pqe-jffnz"	"1"	"jlln"	"handshape"
"jllnWDM-pqe-jffnz"	"2"	"WD"	"location"
"jllnWDM-pqe-jffnz"	"3"	"M"	"palm_facing"
"jllnWDM-pqe-jffnz"	"4"	"-"	"syllable_separator"
"jllnWDM-pqe-jffnz"	"5"	"pqe"	"movement"
"jllnWDM-pqe-jffnz"	"6"	"-"	"syllable_separator"
"jllnWDM-pqe-jffnz"	"7"	"jffn"	"handshape"
"jllnWDM-pqe-jffnz"	"8"	"z"	"repetition"
"jllnWDM-qe-jffnz"	"1"	"jlln"	"handshape"
"jllnWDM-qe-jffnz"	"2"	"WD"	"location"
"jllnWDM-qe-jffnz"	"3"	"M"	"palm_facing"
"jllnWDM-qe-jffnz"	"4"	"-"	"syllable_separator"
"jllnWDM-qe-jffnz"	"5"	"qe"	"movement"
"jllnWDM-qe-jffnz"	"6"	"-"	"syllable_separator"
"jllnWDM-qe-jffnz"	"7"	"jffn"	"handshape"
"jllnWDM-qe-jffnz"	"8"	"z"	"repetition"
"jllnWKDik-q^"	"1"	"jlln"	"handshape"
"jllnWKDik-q^"	"2"	"WKD"	"location"
"jllnWKDik-q^"	"3"	"ik"	"palm_facing"
"jllnWKDik-q^"	"4"	"-"	"syllable_separator"
"jllnWKDik-q^"	"5"	"q^"	"movement"
"jlM-q^"	"1"	"jl"	"handshape"
"jlM-q^"	"2"	"M"	"palm_facing"
"jlM-q^"	"3"	"-"	"syllable_separator"
"jlM-q^"	"4"	"q^"	"movement"
"jlM-qe"	"1"	"jl"	"handshape"
"jlM-qe"	"2"	"M"	"palm_facing"
"jlM-qe"	"3"	"-"	"syllable_separator"
"jlM-qe"	"4"	"qe"	"movement"
"jlM-qo-U"	"1"	"jl"	"handshape"
"jlM-qo-U"	"2"	"M"	"palm_facing"
"jlM-qo-U"	"3"	"-"	"syllable_separator"
"jlM-qo-U"	"4"	"qo"	"movement"
"jlM-qo-U"	"5"	"-"	"syllable_separator"
"jlM-qo-U"	"6"	"U"	"palm_facing"
"jlM-qo-Uz"	"1"	"jl"	"handshape"
"jlM-qo-Uz"	"2"	"M"	"palm_facing"
"jlM-qo-Uz"	"3"	"-"	"syllable_separator"
"jlM-qo-Uz"	"4"	"qo"	"movement"
"jlM-qo-Uz"	"5"	"-"	"syllable_separator"
"jlM-qo-Uz"	"6"	"U"	"palm_facing"
"jlM-qo-Uz"	"7"	"z"	"repetition"
"jlM-qy"	"1"	"jl"	"handshape"
"jlM-qy"	"2"	"M"	"palm_facing"
"jlM-qy"	"3"	"-"	"syllable_separator"
"jlM-qy"	"4"	"qy"	"movement"
"jlnlM-qe"	"1"	"jlnl"	"handshape"
"jlnlM-qe"	"2"	"M"	"palm_facing"
"jlnlM-qe"	"3"	"-"	"syllable_separator"
"jlnlM-qe"	"4"	"qe"	"movement"
"jlnM-qe"	"1"	"jln"	"handshape"
"jlnM-qe"	"2"	"M"	"palm_facing"
"jlnM-qe"	"3"	"-"	"syllable_separator"
"jlnM-qe"	"4"	"qe"	"movement"
"jlU-h^"	"1"	"jl"	"handshape"
"jlU-h^"	"2"	"U"	"palm_facing"
"jlU-h^"	"3"	"-"	"syllable_separator"
"jlU-h^"	"4"	"h^"	"movement"
"jlU-hv"	"1"	"jl"	"handshape"
"jlU-hv"	"2"	"U"	"palm_facing"
"jlU-hv"	"3"	"-"	"syllable_separator"
"jlU-hv"	"4"	"hv"	"movement"
"jlU-qo-Uohv"	"1"	"jl"	"handshape"
"jlU-qo-Uohv"	"2"	"U"	"palm_facing"
"jlU-qo-Uohv"	"3"	"-"	"syllable_separator"
"jlU-qo-Uohv"	"4"	"qo"	"movement"
"jlU-qo-Uohv"	"5"	"-"	"syllable_separator"
"jlU-qo-Uohv"	"6"	"Uohv"	"palm_facing"
"jlU-qo-Uohvz"	"1"	"jl"	"handshape"
"jlU-qo-Uohvz"	"2"	"U"	"palm_facing"
"jlU-qo-Uohvz"	"3"	"-"	"syllable_separator"
"jlU-qo-Uohvz"	"4"	"qo"	"movement"
"jlU-qo-Uohvz"	"5"	"-"	"syllable_separator"
"jlU-qo-Uohvz"	"6"	"Uohv"	"palm_facing"
"jlU-qo-Uohvz"	"7"	"z"	"repetition"
"jlU-Thv"	"1"	"jl"	"handshape"
"jlU-Thv"	"2"	"U"	"palm_facing"
"jlU-Thv"	"3"	"-"	"syllable_separator"
"jlU-Thv"	"4"	"Thv"	"movement"
"jluiMHh^-pyqkz"	"1"	"jlu"	"handshape"
"jluiMHh^-pyqkz"	"2"	"iM"	"palm_facing"
"jluiMHh^-pyqkz"	"3"	"Hh^"	"hand_offset"
"jluiMHh^-pyqkz"	"4"	"-"	"syllable_separator"
"jluiMHh^-pyqkz"	"5"	"pyqk"	"movement"
"jluiMHh^-pyqkz"	"6"	"z"	"repetition"
"jluiU-pyqk"	"1"	"jlu"	"handshape"
"jluiU-pyqk"	"2"	"iU"	"palm_facing"
"jluiU-pyqk"	"3"	"-"	"syllable_separator"
"jluiU-pyqk"	"4"	"pyqk"	"movement"
"jluiU-qk"	"1"	"jlu"	"handshape"
"jluiU-qk"	"2"	"iU"	"palm_facing"
"jluiU-qk"	"3"	"-"	"syllable_separator"
"jluiU-qk"	"4"	"qk"	"movement"
"jlulnM-qe"	"1"	"jluln"	"handshape"
"jlulnM-qe"	"2"	"M"	"palm_facing"
"jlulnM-qe"	"3"	"-"	"syllable_separator"
"jlulnM-qe"	"4"	"qe"	"movement"
"jluM-qe"	"1"	"jlu"	"handshape"
"jluM-qe"	"2"	"M"	"palm_facing"
"jluM-qe"	"3"	"-"	"syllable_separator"
"jluM-qe"	"4"	"qe"	"movement"
"jlUohv-D--lrfik-qe-yfnz"	"1"	"jl"	"handshape"
"jlUohv-D--lrfik-qe-yfnz"	"2"	"Uohv"	"palm_facing"
"jlUohv-D--lrfik-qe-yfnz"	"3"	"-"	"syllable_separator"
"jlUohv-D--lrfik-qe-yfnz"	"4"	"D"	"movement"
"jlUohv-D--lrfik-qe-yfnz"	"5"	"-"	"syllable_separator"
"jlUohv-D--lrfik-qe-yfnz"	"6"	"-"	"word_separator"
"jlUohv-D--lrfik-qe-yfnz"	"7"	"lrf"	"handshape"
"jlUohv-D--lrfik-qe-yfnz"	"8"	"ik"	"palm_facing"
"jlUohv-D--lrfik-qe-yfnz"	"9"	"-"	"syllable_separator"
"jlUohv-D--lrfik-qe-yfnz"	"10"	"qe"	"movement"
"jlUohv-D--lrfik-qe-yfnz"	"11"	"-"	"syllable_separator"
"jlUohv-D--lrfik-qe-yfnz"	"12"	"yfn"	"handshape"
"jlUohv-D--lrfik-qe-yfnz"	"13"	"z"	"repetition"
"jluWDik-q~"	"1"	"jlu"	"handshape"
"jluWDik-q~"	"2"	"WD"	"location"
"jluWDik-q~"	"3"	"ik"	"palm_facing"
"jluWDik-q~"	"4"	"-"	"syllable_separator"
"jluWDik-q~"	"5"	"q~"	"movement"
"jlWDiM-qe-jf"	"1"	"jl"	"handshape"
"jlWDiM-qe-jf"	"2"	"WD"	"location"
"jlWDiM-qe-jf"	"3"	"iM"	"palm_facing"
"jlWDiM-qe-jf"	"4"	"-"	"syllable_separator"
"jlWDiM-qe-jf"	"5"	"qe"	"movement"
"jlWDiM-qe-jf"	"6"	"-"	"syllable_separator"
"jlWDiM-qe-jf"	"7"	"jf"	"handshape"
"jlWDiM-qy-rn"	"1"	"jl"	"handshape"
"jlWDiM-qy-rn"	"2"	"WD"	"location"
"jlWDiM-qy-rn"	"3"	"iM"	"palm_facing"
"jlWDiM-qy-rn"	"4"	"-"	"syllable_separator"
"jlWDiM-qy-rn"	"5"	"qy"	"movement"
"jlWDiM-qy-rn"	"6"	"-"	"syllable_separator"
"jlWDiM-qy-rn"	"7"	"rn"	"handshape"
"jlWik-hv"	"1"	"jl"	"handshape"
"jlWik-hv"	"2"	"W"	"location"
"jlWik-hv"	"3"	"ik"	"palm_facing"
"jlWik-hv"	"4"	"-"	"syllable_separator"
"jlWik-hv"	"5"	"hv"	"movement"
"jlWik-hvzq^"	"1"	"jl"	"handshape"
"jlWik-hvzq^"	"2"	"W"	"location"
"jlWik-hvzq^"	"3"	"ik"	"palm_facing"
"jlWik-hvzq^"	"4"	"-"	"syllable_separator"
"jlWik-hvzq^"	"5"	"hv"	"movement"
"jlWik-hvzq^"	"6"	"zq^"	"repetition"
"jlWik-q^"	"1"	"jl"	"handshape"
"jlWik-q^"	"2"	"W"	"location"
"jlWik-q^"	"3"	"ik"	"palm_facing"
"jlWik-q^"	"4"	"-"	"syllable_separator"
"jlWik-q^"	"5"	"q^"	"movement"
"jlWik-q^z"	"1"	"jl"	"handshape"
"jlWik-q^z"	"2"	"W"	"location"
"jlWik-q^z"	"3"	"ik"	"palm_facing"
"jlWik-q^z"	"4"	"-"	"syllable_separator"
"jlWik-q^z"	"5"	"q^"	"movement"
"jlWik-q^z"	"6"	"z"	"repetition"
"jlWik-qvz"	"1"	"jl"	"handshape"
"jlWik-qvz"	"2"	"W"	"location"
"jlWik-qvz"	"3"	"ik"	"palm_facing"
"jlWik-qvz"	"4"	"-"	"syllable_separator"
"jlWik-qvz"	"5"	"qv"	"movement"
"jlWik-qvz"	"6"	"z"	"repetition"
"jlWKM-D-jf"	"1"	"jl"	"handshape"
"jlWKM-D-jf"	"2"	"WK"	"location"
"jlWKM-D-jf"	"3"	"M"	"palm_facing"
"jlWKM-D-jf"	"4"	"-"	"syllable_separator"
"jlWKM-D-jf"	"5"	"D"	"movement"
"jlWKM-D-jf"	"6"	"-"	"syllable_separator"
"jlWKM-D-jf"	"7"	"jf"	"handshape"
"jnCDik-q^z"	"1"	"jn"	"handshape"
"jnCDik-q^z"	"2"	"CD"	"location"
"jnCDik-q^z"	"3"	"ik"	"palm_facing"
"jnCDik-q^z"	"4"	"-"	"syllable_separator"
"jnCDik-q^z"	"5"	"q^"	"movement"
"jnCDik-q^z"	"6"	"z"	"repetition"
"jnCDik-qe--clik-q^"	"1"	"jn"	"handshape"
"jnCDik-qe--clik-q^"	"2"	"CD"	"location"
"jnCDik-qe--clik-q^"	"3"	"ik"	"palm_facing"
"jnCDik-qe--clik-q^"	"4"	"-"	"syllable_separator"
"jnCDik-qe--clik-q^"	"5"	"qe"	"movement"
"jnCDik-qe--clik-q^"	"6"	"-"	"syllable_separator"
"jnCDik-qe--clik-q^"	"7"	"-"	"word_separator"
"jnCDik-qe--clik-q^"	"8"	"cl"	"handshape"
"jnCDik-qe--clik-q^"	"9"	"ik"	"palm_facing"
"jnCDik-qe--clik-q^"	"10"	"-"	"syllable_separator"
"jnCDik-qe--clik-q^"	"11"	"q^"	"movement"
"jnCDik-qe--jliU-Tqy"	"1"	"jn"	"handshape"
"jnCDik-qe--jliU-Tqy"	"2"	"CD"	"location"
"jnCDik-qe--jliU-Tqy"	"3"	"ik"	"palm_facing"
"jnCDik-qe--jliU-Tqy"	"4"	"-"	"syllable_separator"
"jnCDik-qe--jliU-Tqy"	"5"	"qe"	"movement"
"jnCDik-qe--jliU-Tqy"	"6"	"-"	"syllable_separator"
"jnCDik-qe--jliU-Tqy"	"7"	"-"	"word_separator"
"jnCDik-qe--jliU-Tqy"	"8"	"jl"	"handshape"
"jnCDik-qe--jliU-Tqy"	"9"	"iU"	"palm_facing"
"jnCDik-qe--jliU-Tqy"	"10"	"-"	"syllable_separator"
"jnCDik-qe--jliU-Tqy"	"11"	"Tqy"	"movement"
"jnCDik-qe--jlnik-Thv"	"1"	"jn"	"handshape"
"jnCDik-qe--jlnik-Thv"	"2"	"CD"	"location"
"jnCDik-qe--jlnik-Thv"	"3"	"ik"	"palm_facing"
"jnCDik-qe--jlnik-Thv"	"4"	"-"	"syllable_separator"
"jnCDik-qe--jlnik-Thv"	"5"	"qe"	"movement"
"jnCDik-qe--jlnik-Thv"	"6"	"-"	"syllable_separator"
"jnCDik-qe--jlnik-Thv"	"7"	"-"	"word_separator"
"jnCDik-qe--jlnik-Thv"	"8"	"jln"	"handshape"
"jnCDik-qe--jlnik-Thv"	"9"	"ik"	"palm_facing"
"jnCDik-qe--jlnik-Thv"	"10"	"-"	"syllable_separator"
"jnCDik-qe--jlnik-Thv"	"11"	"Thv"	"movement"
"jnCDik-qe--jluik-D"	"1"	"jn"	"handshape"
"jnCDik-qe--jluik-D"	"2"	"CD"	"location"
"jnCDik-qe--jluik-D"	"3"	"ik"	"palm_facing"
"jnCDik-qe--jluik-D"	"4"	"-"	"syllable_separator"
"jnCDik-qe--jluik-D"	"5"	"qe"	"movement"
"jnCDik-qe--jluik-D"	"6"	"-"	"syllable_separator"
"jnCDik-qe--jluik-D"	"7"	"-"	"word_separator"
"jnCDik-qe--jluik-D"	"8"	"jlu"	"handshape"
"jnCDik-qe--jluik-D"	"9"	"ik"	"palm_facing"
"jnCDik-qe--jluik-D"	"10"	"-"	"syllable_separator"
"jnCDik-qe--jluik-D"	"11"	"D"	"movement"
"jnCDik-qe--pUi-yfU-Thvc"	"1"	"jn"	"handshape"
"jnCDik-qe--pUi-yfU-Thvc"	"2"	"CD"	"location"
"jnCDik-qe--pUi-yfU-Thvc"	"3"	"ik"	"palm_facing"
"jnCDik-qe--pUi-yfU-Thvc"	"4"	"-"	"syllable_separator"
"jnCDik-qe--pUi-yfU-Thvc"	"5"	"qe"	"movement"
"jnCDik-qe--pUi-yfU-Thvc"	"6"	"-"	"syllable_separator"
"jnCDik-qe--pUi-yfU-Thvc"	"7"	"-"	"word_separator"
"jnCDik-qe--pUi-yfU-Thvc"	"8"	"pUi"	"basehand_palm_facing"
"jnCDik-qe--pUi-yfU-Thvc"	"9"	"-"	"syllable_separator"
"jnCDik-qe--pUi-yfU-Thvc"	"10"	"yf"	"handshape"
"jnCDik-qe--pUi-yfU-Thvc"	"11"	"U"	"palm_facing"
"jnCDik-qe--pUi-yfU-Thvc"	"12"	"-"	"syllable_separator"
"jnCDik-qe--pUi-yfU-Thvc"	"13"	"Thvc"	"movement"
"jnCDik-qkz"	"1"	"jn"	"handshape"
"jnCDik-qkz"	"2"	"CD"	"location"
"jnCDik-qkz"	"3"	"ik"	"palm_facing"
"jnCDik-qkz"	"4"	"-"	"syllable_separator"
"jnCDik-qkz"	"5"	"qk"	"movement"
"jnCDik-qkz"	"6"	"z"	"repetition"
"jnCDM-q^-ik"	"1"	"jn"	"handshape"
"jnCDM-q^-ik"	"2"	"CD"	"location"
"jnCDM-q^-ik"	"3"	"M"	"palm_facing"
"jnCDM-q^-ik"	"4"	"-"	"syllable_separator"
"jnCDM-q^-ik"	"5"	"q^"	"movement"
"jnCDM-q^-ik"	"6"	"-"	"syllable_separator"
"jnCDM-q^-ik"	"7"	"ik"	"palm_facing"
"jnCDM-qv-jluln"	"1"	"jn"	"handshape"
"jnCDM-qv-jluln"	"2"	"CD"	"location"
"jnCDM-qv-jluln"	"3"	"M"	"palm_facing"
"jnCDM-qv-jluln"	"4"	"-"	"syllable_separator"
"jnCDM-qv-jluln"	"5"	"qv"	"movement"
"jnCDM-qv-jluln"	"6"	"-"	"syllable_separator"
"jnCDM-qv-jluln"	"7"	"jluln"	"handshape"
"jnCik-qv"	"1"	"jn"	"handshape"
"jnCik-qv"	"2"	"C"	"location"
"jnCik-qv"	"3"	"ik"	"palm_facing"
"jnCik-qv"	"4"	"-"	"syllable_separator"
"jnCik-qv"	"5"	"qv"	"movement"
"jnCKDik-q^"	"1"	"jn"	"handshape"
"jnCKDik-q^"	"2"	"CKD"	"location"
"jnCKDik-q^"	"3"	"ik"	"palm_facing"
"jnCKDik-q^"	"4"	"-"	"syllable_separator"
"jnCKDik-q^"	"5"	"q^"	"movement"
"jnCKDU-qe-jl"	"1"	"jn"	"handshape"
"jnCKDU-qe-jl"	"2"	"CKD"	"location"
"jnCKDU-qe-jl"	"3"	"U"	"palm_facing"
"jnCKDU-qe-jl"	"4"	"-"	"syllable_separator"
"jnCKDU-qe-jl"	"5"	"qe"	"movement"
"jnCKDU-qe-jl"	"6"	"-"	"syllable_separator"
"jnCKDU-qe-jl"	"7"	"jl"	"handshape"
"jnCKh^Dik-q^"	"1"	"jn"	"handshape"
"jnCKh^Dik-q^"	"2"	"CKh^D"	"location"
"jnCKh^Dik-q^"	"3"	"ik"	"palm_facing"
"jnCKh^Dik-q^"	"4"	"-"	"syllable_separator"
"jnCKh^Dik-q^"	"5"	"q^"	"movement"
"jnCKik-qvz"	"1"	"jn"	"handshape"
"jnCKik-qvz"	"2"	"CK"	"location"
"jnCKik-qvz"	"3"	"ik"	"palm_facing"
"jnCKik-qvz"	"4"	"-"	"syllable_separator"
"jnCKik-qvz"	"5"	"qv"	"movement"
"jnCKik-qvz"	"6"	"z"	"repetition"
"jnCM-Dzqv"	"1"	"jn"	"handshape"
"jnCM-Dzqv"	"2"	"C"	"location"
"jnCM-Dzqv"	"3"	"M"	"palm_facing"
"jnCM-Dzqv"	"4"	"-"	"syllable_separator"
"jnCM-Dzqv"	"5"	"D"	"movement"
"jnCM-Dzqv"	"6"	"zqv"	"repetition"
"jnik-Dzqk"	"1"	"jn"	"handshape"
"jnik-Dzqk"	"2"	"ik"	"palm_facing"
"jnik-Dzqk"	"3"	"-"	"syllable_separator"
"jnik-Dzqk"	"4"	"D"	"movement"
"jnik-Dzqk"	"5"	"zqk"	"repetition"
"jnik-h^"	"1"	"jn"	"handshape"
"jnik-h^"	"2"	"ik"	"palm_facing"
"jnik-h^"	"3"	"-"	"syllable_separator"
"jnik-h^"	"4"	"h^"	"movement"
"jnik-q^"	"1"	"jn"	"handshape"
"jnik-q^"	"2"	"ik"	"palm_facing"
"jnik-q^"	"3"	"-"	"syllable_separator"
"jnik-q^"	"4"	"q^"	"movement"
"jnik-q^z"	"1"	"jn"	"handshape"
"jnik-q^z"	"2"	"ik"	"palm_facing"
"jnik-q^z"	"3"	"-"	"syllable_separator"
"jnik-q^z"	"4"	"q^"	"movement"
"jnik-q^z"	"5"	"z"	"repetition"
"jnik-qo-ynU"	"1"	"jn"	"handshape"
"jnik-qo-ynU"	"2"	"ik"	"palm_facing"
"jnik-qo-ynU"	"3"	"-"	"syllable_separator"
"jnik-qo-ynU"	"4"	"qo"	"movement"
"jnik-qo-ynU"	"5"	"-"	"syllable_separator"
"jnik-qo-ynU"	"6"	"yn"	"handshape"
"jnik-qo-ynU"	"7"	"U"	"palm_facing"
"jnik-qy"	"1"	"jn"	"handshape"
"jnik-qy"	"2"	"ik"	"palm_facing"
"jnik-qy"	"3"	"-"	"syllable_separator"
"jnik-qy"	"4"	"qy"	"movement"
"jnik-qy-clnM"	"1"	"jn"	"handshape"
"jnik-qy-clnM"	"2"	"ik"	"palm_facing"
"jnik-qy-clnM"	"3"	"-"	"syllable_separator"
"jnik-qy-clnM"	"4"	"qy"	"movement"
"jnik-qy-clnM"	"5"	"-"	"syllable_separator"
"jnik-qy-clnM"	"6"	"cln"	"handshape"
"jnik-qy-clnM"	"7"	"M"	"palm_facing"
"jnik-qy-U"	"1"	"jn"	"handshape"
"jnik-qy-U"	"2"	"ik"	"palm_facing"
"jnik-qy-U"	"3"	"-"	"syllable_separator"
"jnik-qy-U"	"4"	"qy"	"movement"
"jnik-qy-U"	"5"	"-"	"syllable_separator"
"jnik-qy-U"	"6"	"U"	"palm_facing"
"jnik-qy-U--jliU-qy"	"1"	"jn"	"handshape"
"jnik-qy-U--jliU-qy"	"2"	"ik"	"palm_facing"
"jnik-qy-U--jliU-qy"	"3"	"-"	"syllable_separator"
"jnik-qy-U--jliU-qy"	"4"	"qy"	"movement"
"jnik-qy-U--jliU-qy"	"5"	"-"	"syllable_separator"
"jnik-qy-U--jliU-qy"	"6"	"U"	"palm_facing"
"jnik-qy-U--jliU-qy"	"7"	"--"	"word_separator"
"jnik-qy-U--jliU-qy"	"8"	"jl"	"handshape"
"jnik-qy-U--jliU-qy"	"9"	"iU"	"palm_facing"
"jnik-qy-U--jliU-qy"	"10"	"-"	"syllable_separator"
"jnik-qy-U--jliU-qy"	"11"	"qy"	"movement"
"jniM-q^z"	"1"	"jn"	"handshape"
"jniM-q^z"	"2"	"iM"	"palm_facing"
"jniM-q^z"	"3"	"-"	"syllable_separator"
"jniM-q^z"	"4"	"q^"	"movement"
"jniM-q^z"	"5"	"z"	"repetition"
"jnKik-Dz"	"1"	"jn"	"handshape"
"jnKik-Dz"	"2"	"K"	"location"
"jnKik-Dz"	"3"	"ik"	"palm_facing"
"jnKik-Dz"	"4"	"-"	"syllable_separator"
"jnKik-Dz"	"5"	"D"	"movement"
"jnKik-Dz"	"6"	"z"	"repetition"
"jnM-qe"	"1"	"jn"	"handshape"
"jnM-qe"	"2"	"M"	"palm_facing"
"jnM-qe"	"3"	"-"	"syllable_separator"
"jnM-qe"	"4"	"qe"	"movement"
"jnnliU-dvhv"	"1"	"jnnl"	"handshape"
"jnnliU-dvhv"	"2"	"iU"	"palm_facing"
"jnnliU-dvhv"	"3"	"-"	"syllable_separator"
"jnnliU-dvhv"	"4"	"dvhv"	"movement"
"jnnlM-q^"	"1"	"jnnl"	"handshape"
"jnnlM-q^"	"2"	"M"	"palm_facing"
"jnnlM-q^"	"3"	"-"	"syllable_separator"
"jnnlM-q^"	"4"	"q^"	"movement"
"jnnlM-q^z"	"1"	"jnnl"	"handshape"
"jnnlM-q^z"	"2"	"M"	"palm_facing"
"jnnlM-q^z"	"3"	"-"	"syllable_separator"
"jnnlM-q^z"	"4"	"q^"	"movement"
"jnnlM-q^z"	"5"	"z"	"repetition"
"jnnlM-qe"	"1"	"jnnl"	"handshape"
"jnnlM-qe"	"2"	"M"	"palm_facing"
"jnnlM-qe"	"3"	"-"	"syllable_separator"
"jnnlM-qe"	"4"	"qe"	"movement"
"jnnlM-qy"	"1"	"jnnl"	"handshape"
"jnnlM-qy"	"2"	"M"	"palm_facing"
"jnnlM-qy"	"3"	"-"	"syllable_separator"
"jnnlM-qy"	"4"	"qy"	"movement"
"jnU-qo-ik"	"1"	"jn"	"handshape"
"jnU-qo-ik"	"2"	"U"	"palm_facing"
"jnU-qo-ik"	"3"	"-"	"syllable_separator"
"jnU-qo-ik"	"4"	"qo"	"movement"
"jnU-qo-ik"	"5"	"-"	"syllable_separator"
"jnU-qo-ik"	"6"	"ik"	"palm_facing"
"jnU-qoz"	"1"	"jn"	"handshape"
"jnU-qoz"	"2"	"U"	"palm_facing"
"jnU-qoz"	"3"	"-"	"syllable_separator"
"jnU-qoz"	"4"	"qo"	"movement"
"jnU-qoz"	"5"	"z"	"repetition"
"JnWKDik-qo-iMz"	"1"	"jn"	"handshape"
"JnWKDik-qo-iMz"	"2"	"WKD"	"location"
"JnWKDik-qo-iMz"	"3"	"ik"	"palm_facing"
"JnWKDik-qo-iMz"	"4"	"-"	"syllable_separator"
"JnWKDik-qo-iMz"	"5"	"qo"	"movement"
"JnWKDik-qo-iMz"	"6"	"-"	"syllable_separator"
"JnWKDik-qo-iMz"	"7"	"iM"	"palm_facing"
"JnWKDik-qo-iMz"	"8"	"z"	"repetition"
"lllrfM-qe"	"1"	"lllrf"	"handshape"
"lllrfM-qe"	"2"	"M"	"palm_facing"
"lllrfM-qe"	"3"	"-"	"syllable_separator"
"lllrfM-qe"	"4"	"qe"	"movement"
"llrflM-qe"	"1"	"llrfl"	"handshape"
"llrflM-qe"	"2"	"M"	"palm_facing"
"llrflM-qe"	"3"	"-"	"syllable_separator"
"llrflM-qe"	"4"	"qe"	"movement"
"lrfCiM-Dz"	"1"	"lrf"	"handshape"
"lrfCiM-Dz"	"2"	"C"	"location"
"lrfCiM-Dz"	"3"	"iM"	"palm_facing"
"lrfCiM-Dz"	"4"	"-"	"syllable_separator"
"lrfCiM-Dz"	"5"	"D"	"movement"
"lrfCiM-Dz"	"6"	"z"	"repetition"
"lrfKDU-hvz"	"1"	"lrf"	"handshape"
"lrfKDU-hvz"	"2"	"KD"	"location"
"lrfKDU-hvz"	"3"	"U"	"palm_facing"
"lrfKDU-hvz"	"4"	"-"	"syllable_separator"
"lrfKDU-hvz"	"5"	"hv"	"movement"
"lrfKDU-hvz"	"6"	"z"	"repetition"
"lrflM-qe"	"1"	"lrfl"	"handshape"
"lrflM-qe"	"2"	"M"	"palm_facing"
"lrflM-qe"	"3"	"-"	"syllable_separator"
"lrflM-qe"	"4"	"qe"	"movement"
"lrfM-qe"	"1"	"lrf"	"handshape"
"lrfM-qe"	"2"	"M"	"palm_facing"
"lrfM-qe"	"3"	"-"	"syllable_separator"
"lrfM-qe"	"4"	"qe"	"movement"
"lrfM-qkz"	"1"	"lrf"	"handshape"
"lrfM-qkz"	"2"	"M"	"palm_facing"
"lrfM-qkz"	"3"	"-"	"syllable_separator"
"lrfM-qkz"	"4"	"qk"	"movement"
"lrfM-qkz"	"5"	"z"	"repetition"
"lrtnCM-Dzhv"	"1"	"lrtn"	"handshape"
"lrtnCM-Dzhv"	"2"	"C"	"location"
"lrtnCM-Dzhv"	"3"	"M"	"palm_facing"
"lrtnCM-Dzhv"	"4"	"-"	"syllable_separator"
"lrtnCM-Dzhv"	"5"	"D"	"movement"
"lrtnCM-Dzhv"	"6"	"zhv"	"repetition"
"lrtnM-qe"	"1"	"lrtn"	"handshape"
"lrtnM-qe"	"2"	"M"	"palm_facing"
"lrtnM-qe"	"3"	"-"	"syllable_separator"
"lrtnM-qe"	"4"	"qe"	"movement"
"lrtnU-qe"	"1"	"lrtn"	"handshape"
"lrtnU-qe"	"2"	"U"	"palm_facing"
"lrtnU-qe"	"3"	"-"	"syllable_separator"
"lrtnU-qe"	"4"	"qe"	"movement"
"pfjUi-jliUTqk-h^z"	"1"	"pfj"	"basehand_handshape"
"pfjUi-jliUTqk-h^z"	"2"	"Ui"	"basehand_palm_facing"
"pfjUi-jliUTqk-h^z"	"3"	"-"	"syllable_separator"
"pfjUi-jliUTqk-h^z"	"4"	"jl"	"handshape"
"pfjUi-jliUTqk-h^z"	"5"	"iU"	"palm_facing"
"pfjUi-jliUTqk-h^z"	"6"	"Tqk"	"hand_offset"
"pfjUi-jliUTqk-h^z"	"7"	"-"	"syllable_separator"
"pfjUi-jliUTqk-h^z"	"8"	"h^"	"movement"
"pfjUi-jliUTqk-h^z"	"9"	"z"	"repetition"
"plj-cfnik-Tqk"	"1"	"plj"	"basehand_handshape"
"plj-cfnik-Tqk"	"2"	"-"	"syllable_separator"
"plj-cfnik-Tqk"	"3"	"cfn"	"handshape"
"plj-cfnik-Tqk"	"4"	"ik"	"palm_facing"
"plj-cfnik-Tqk"	"5"	"-"	"syllable_separator"
"plj-cfnik-Tqk"	"6"	"Tqk"	"movement"
"pljU-jfU-Thv"	"1"	"plj"	"basehand_handshape"
"pljU-jfU-Thv"	"2"	"U"	"basehand_palm_facing"
"pljU-jfU-Thv"	"3"	"-"	"syllable_separator"
"pljU-jfU-Thv"	"4"	"jf"	"handshape"
"pljU-jfU-Thv"	"5"	"U"	"palm_facing"
"pljU-jfU-Thv"	"6"	"-"	"syllable_separator"
"pljU-jfU-Thv"	"7"	"Thv"	"movement"
"pljUi-cfnikThvc-pq^z"	"1"	"plj"	"basehand_handshape"
"pljUi-cfnikThvc-pq^z"	"2"	"Ui"	"basehand_palm_facing"
