"word"	"syll_seq"	"syll_text"	"syll_dscr"
"cfCDik-qk"	"1"	"cf"	"handshape"
"cfCDik-qk"	"2"	"CD"	"location"
"cfCDik-qk"	"3"	"ik"	"palm_facing"
"cfCDik-qk"	"4"	"-"	"syllable_separator"
"cfCDik-qk"	"5"	"qk"	"movement"
"cffnCik-hv"	"1"	"cffn"	"handshape"
"cffnCik-hv"	"2"	"C"	"location"
"cffnCik-hv"	"3"	"ik"	"palm_facing"
"cffnCik-hv"	"4"	"-"	"syllable_separator"
"cffnCik-hv"	"5"	"hv"	"movement"
"cffnik-hkv"	"1"	"cffn"	"handshape"
"cffnik-hkv"	"2"	"ik"	"palm_facing"
"cffnik-hkv"	"3"	"-"	"syllable_separator"
"cffnik-hkv"	"4"	"hkv"	"movement"
"cffnik-qe"	"1"	"cffn"	"handshape"
"cffnik-qe"	"2"	"ik"	"palm_facing"
"cffnik-qe"	"3"	"-"	"syllable_separator"
"cffnik-qe"	"4"	"qe"	"movement"
"cffnik-qy-cn"	"1"	"cffn"	"handshape"
"cffnik-qy-cn"	"2"	"ik"	"palm_facing"
"cffnik-qy-cn"	"3"	"-"	"syllable_separator"
"cffnik-qy-cn"	"4"	"qy"	"movement"
"cffnik-qy-cn"	"5"	"-"	"syllable_separator"
"cffnik-qy-cn"	"6"	"cn"	"handshape"
"cffnik-Thvcz"	"1"	"cffn"	"handshape"
"cffnik-Thvcz"	"2"	"ik"	"palm_facing"
"cffnik-Thvcz"	"3"	"-"	"syllable_separator"
"cffnik-Thvcz"	"4"	"Thvc"	"movement"
"cffnik-Thvcz"	"5"	"z"	"repetition"
"cffnWKDiM-hv-qk-qy"	"1"	"cffn"	"handshape"
"cffnWKDiM-hv-qk-qy"	"2"	"WKD"	"location"
"cffnWKDiM-hv-qk-qy"	"3"	"iM"	"palm_facing"
"cffnWKDiM-hv-qk-qy"	"4"	"-"	"syllable_separator"
"cffnWKDiM-hv-qk-qy"	"5"	"hv"	"movement"
"cffnWKDiM-hv-qk-qy"	"6"	"-"	"syllable_separator"
"cffnWKDiM-hv-qk-qy"	"7"	"qk"	"movement"
"cffnWKDiM-hv-qk-qy"	"8"	"-"	"syllable_separator"
"cffnWKDiM-hv-qk-qy"	"9"	"qy"	"movement"
"CfnCh^DM-qv-rfn"	"1"	"cfn"	"handshape"
"CfnCh^DM-qv-rfn"	"2"	"Ch^D"	"location"
"CfnCh^DM-qv-rfn"	"3"	"M"	"palm_facing"
"CfnCh^DM-qv-rfn"	"4"	"-"	"syllable_separator"
"CfnCh^DM-qv-rfn"	"5"	"qv"	"movement"
"CfnCh^DM-qv-rfn"	"6"	"-"	"syllable_separator"
"CfnCh^DM-qv-rfn"	"7"	"rfn"	"handshape"
"cfnCik-qo-iM"	"1"	"cfn"	"handshape"
"cfnCik-qo-iM"	"2"	"C"	"location"
"cfnCik-qo-iM"	"3"	"ik"	"palm_facing"
"cfnCik-qo-iM"	"4"	"-"	"syllable_separator"
"cfnCik-qo-iM"	"5"	"qo"	"movement"
"cfnCik-qo-iM"	"6"	"-"	"syllable_separator"
"cfnCik-qo-iM"	"7"	"iM"	"palm_facing"
"cfnDiM-pq^"	"1"	"cfn"	"handshape"
"cfnDiM-pq^"	"2"	"D"	"location"
"cfnDiM-pq^"	"3"	"iM"	"palm_facing"
"cfnDiM-pq^"	"4"	"-"	"syllable_separator"
"cfnDiM-pq^"	"5"	"pq^"	"movement"
"cfnikHh^-qvhvzp"	"1"	"cfn"	"handshape"
"cfnikHh^-qvhvzp"	"2"	"ik"	"palm_facing"
"cfnikHh^-qvhvzp"	"3"	"Hh^"	"hand_offset"
"cfnikHh^-qvhvzp"	"4"	"-"	"syllable_separator"
"cfnikHh^-qvhvzp"	"5"	"qvhv"	"movement"
"cfnikHh^-qvhvzp"	"6"	"zp"	"none"
"cfniM-D"	"1"	"cfn"	"handshape"
"cfniM-D"	"2"	"iM"	"palm_facing"
"cfniM-D"	"3"	"-"	"syllable_separator"
"cfniM-D"	"4"	"D"	"movement"
"cfnM-qe"	"1"	"cfn"	"handshape"
"cfnM-qe"	"2"	"M"	"palm_facing"
"cfnM-qe"	"3"	"-"	"syllable_separator"
"cfnM-qe"	"4"	"qe"	"movement"
"cfnM-qyzhv"	"1"	"cfn"	"handshape"
"cfnM-qyzhv"	"2"	"M"	"palm_facing"
"cfnM-qyzhv"	"3"	"-"	"syllable_separator"
"cfnM-qyzhv"	"4"	"qy"	"movement"
"cfnM-qyzhv"	"5"	"zhv"	"repetition"
"cfnWDiM-q^-ik"	"1"	"cfn"	"handshape"
"cfnWDiM-q^-ik"	"2"	"WD"	"location"
"cfnWDiM-q^-ik"	"3"	"iM"	"palm_facing"
"cfnWDiM-q^-ik"	"4"	"-"	"syllable_separator"
"cfnWDiM-q^-ik"	"5"	"q^"	"movement"
"cfnWDiM-q^-ik"	"6"	"-"	"syllable_separator"
"cfnWDiM-q^-ik"	"7"	"ik"	"palm_facing"
"cfnWiM-D"	"1"	"cfn"	"handshape"
"cfnWiM-D"	"2"	"W"	"location"
"cfnWiM-D"	"3"	"iM"	"palm_facing"
"cfnWiM-D"	"4"	"-"	"syllable_separator"
"cfnWiM-D"	"5"	"D"	"movement"
"cfnWM-D"	"1"	"cfn"	"handshape"
"cfnWM-D"	"2"	"W"	"location"
"cfnWM-D"	"3"	"M"	"palm_facing"
"cfnWM-D"	"4"	"-"	"syllable_separator"
"cfnWM-D"	"5"	"D"	"movement"
"cfufnM-qe"	"1"	"cfufn"	"handshape"
"cfufnM-qe"	"2"	"M"	"palm_facing"
"cfufnM-qe"	"3"	"-"	"syllable_separator"
"cfufnM-qe"	"4"	"qe"	"movement"
"cfWKik-D"	"1"	"cf"	"handshape"
"cfWKik-D"	"2"	"WK"	"location"
"cfWKik-D"	"3"	"ik"	"palm_facing"
"cfWKik-D"	"4"	"-"	"syllable_separator"
"cfWKik-D"	"5"	"D"	"movement"
"clCDM-hv"	"1"	"cl"	"handshape"
"clCDM-hv"	"2"	"CD"	"location"
"clCDM-hv"	"3"	"M"	"palm_facing"
"clCDM-hv"	"4"	"-"	"syllable_separator"
"clCDM-hv"	"5"	"hv"	"movement"
"clCDM-q^z"	"1"	"cl"	"handshape"
"clCDM-q^z"	"2"	"CD"	"location"
"clCDM-q^z"	"3"	"M"	"palm_facing"
"clCDM-q^z"	"4"	"-"	"syllable_separator"
"clCDM-q^z"	"5"	"q^"	"movement"
"clCDM-q^z"	"6"	"z"	"repetition"
"clCik-Dzqk"	"1"	"cl"	"handshape"
"clCik-Dzqk"	"2"	"C"	"location"
"clCik-Dzqk"	"3"	"ik"	"palm_facing"
"clCik-Dzqk"	"4"	"-"	"syllable_separator"
"clCik-Dzqk"	"5"	"D"	"movement"
"clCik-Dzqk"	"6"	"zqk"	"repetition"
"clCKDik-h^z"	"1"	"cl"	"handshape"
"clCKDik-h^z"	"2"	"CKD"	"location"
"clCKDik-h^z"	"3"	"ik"	"palm_facing"
"clCKDik-h^z"	"4"	"-"	"syllable_separator"
"clCKDik-h^z"	"5"	"h^"	"movement"
"clCKDik-h^z"	"6"	"z"	"repetition"
"clCKDik-hv"	"1"	"cl"	"handshape"
"clCKDik-hv"	"2"	"CKD"	"location"
"clCKDik-hv"	"3"	"ik"	"palm_facing"
"clCKDik-hv"	"4"	"-"	"syllable_separator"
"clCKDik-hv"	"5"	"hv"	"movement"
"clCKDik-q^"	"1"	"cl"	"handshape"
"clCKDik-q^"	"2"	"CKD"	"location"
"clCKDik-q^"	"3"	"ik"	"palm_facing"
"clCKDik-q^"	"4"	"-"	"syllable_separator"
"clCKDik-q^"	"5"	"q^"	"movement"
"clCKik-D"	"1"	"cl"	"handshape"
"clCKik-D"	"2"	"CK"	"location"
"clCKik-D"	"3"	"ik"	"palm_facing"
"clCKik-D"	"4"	"-"	"syllable_separator"
"clCKik-D"	"5"	"D"	"movement"
"cliM-qoz"	"1"	"cl"	"handshape"
"cliM-qoz"	"2"	"iM"	"palm_facing"
"cliM-qoz"	"3"	"-"	"syllable_separator"
"cliM-qoz"	"4"	"qo"	"movement"
"cliM-qoz"	"5"	"z"	"repetition"
"clKik-Dzqy"	"1"	"cl"	"handshape"
"clKik-Dzqy"	"2"	"K"	"location"
"clKik-Dzqy"	"3"	"ik"	"palm_facing"
"clKik-Dzqy"	"4"	"-"	"syllable_separator"
"clKik-Dzqy"	"5"	"D"	"movement"
"clKik-Dzqy"	"6"	"zqy"	"repetition"
"cllnCik-h^"	"1"	"clln"	"handshape"
"cllnCik-h^"	"2"	"C"	"location"
"cllnCik-h^"	"3"	"ik"	"palm_facing"
"cllnCik-h^"	"4"	"-"	"syllable_separator"
"cllnCik-h^"	"5"	"h^"	"movement"
"cllnik-hvz"	"1"	"clln"	"handshape"
"cllnik-hvz"	"2"	"ik"	"palm_facing"
"cllnik-hvz"	"3"	"-"	"syllable_separator"
"cllnik-hvz"	"4"	"hv"	"movement"
"cllnik-hvz"	"5"	"z"	"repetition"
"cllnik-hvzqy"	"1"	"clln"	"handshape"
"cllnik-hvzqy"	"2"	"ik"	"palm_facing"
"cllnik-hvzqy"	"3"	"-"	"syllable_separator"
"cllnik-hvzqy"	"4"	"hv"	"movement"
"cllnik-hvzqy"	"5"	"zqy"	"repetition"
"cllnKik-hvry"	"1"	"clln"	"handshape"
"cllnKik-hvry"	"2"	"K"	"location"
"cllnKik-hvry"	"3"	"ik"	"palm_facing"
"cllnKik-hvry"	"4"	"-"	"syllable_separator"
"cllnKik-hvry"	"5"	"hvry"	"movement"
"cllnM-hkv"	"1"	"clln"	"handshape"
"cllnM-hkv"	"2"	"M"	"palm_facing"
"cllnM-hkv"	"3"	"-"	"syllable_separator"
"cllnM-hkv"	"4"	"hkv"	"movement"
"cllnM-q^-cn"	"1"	"clln"	"handshape"
"cllnM-q^-cn"	"2"	"M"	"palm_facing"
"cllnM-q^-cn"	"3"	"-"	"syllable_separator"
"cllnM-q^-cn"	"4"	"q^"	"movement"
"cllnM-q^-cn"	"5"	"-"	"syllable_separator"
"cllnM-q^-cn"	"6"	"cn"	"handshape"
"cllnM-q^-qv"	"1"	"clln"	"handshape"
"cllnM-q^-qv"	"2"	"M"	"palm_facing"
"cllnM-q^-qv"	"3"	"-"	"syllable_separator"
"cllnM-q^-qv"	"4"	"q^"	"movement"
"cllnM-q^-qv"	"5"	"-"	"syllable_separator"
"cllnM-q^-qv"	"6"	"qv"	"movement"
"cllnM-qe"	"1"	"clln"	"handshape"
"cllnM-qe"	"2"	"M"	"palm_facing"
"cllnM-qe"	"3"	"-"	"syllable_separator"
"cllnM-qe"	"4"	"qe"	"movement"
"cllnWDik-D--cllnikHh^-pq^"	"1"	"clln"	"handshape"
"cllnWDik-D--cllnikHh^-pq^"	"2"	"WD"	"location"
"cllnWDik-D--cllnikHh^-pq^"	"3"	"ik"	"palm_facing"
"cllnWDik-D--cllnikHh^-pq^"	"4"	"-"	"syllable_separator"
"cllnWDik-D--cllnikHh^-pq^"	"5"	"D"	"movement"
"cllnWDik-D--cllnikHh^-pq^"	"6"	"-"	"syllable_separator"
"cllnWDik-D--cllnikHh^-pq^"	"7"	"-"	"word_separator"
"cllnWDik-D--cllnikHh^-pq^"	"8"	"clln"	"handshape"
"cllnWDik-D--cllnikHh^-pq^"	"9"	"ik"	"palm_facing"
"cllnWDik-D--cllnikHh^-pq^"	"10"	"Hh^"	"hand_offset"
"cllnWDik-D--cllnikHh^-pq^"	"11"	"-"	"syllable_separator"
"cllnWDik-D--cllnikHh^-pq^"	"12"	"pq^"	"movement"
"cllnWDM-hvz"	"1"	"clln"	"handshape"
"cllnWDM-hvz"	"2"	"WD"	"location"
"cllnWDM-hvz"	"3"	"M"	"palm_facing"
"cllnWDM-hvz"	"4"	"-"	"syllable_separator"
"cllnWDM-hvz"	"5"	"hv"	"movement"
"cllnWDM-hvz"	"6"	"z"	"repetition"
"cllnWKDiM-hkv"	"1"	"clln"	"handshape"
"cllnWKDiM-hkv"	"2"	"WKD"	"location"
"cllnWKDiM-hkv"	"3"	"iM"	"palm_facing"
"cllnWKDiM-hkv"	"4"	"-"	"syllable_separator"
"cllnWKDiM-hkv"	"5"	"hkv"	"movement"
"CllnWKDiM-hv"	"1"	"clln"	"handshape"
"CllnWKDiM-hv"	"2"	"WKD"	"location"
"CllnWKDiM-hv"	"3"	"iM"	"palm_facing"
"CllnWKDiM-hv"	"4"	"-"	"syllable_separator"
"CllnWKDiM-hv"	"5"	"hv"	"movement"
"clM-qe"	"1"	"cl"	"handshape"
"clM-qe"	"2"	"M"	"palm_facing"
"clM-qe"	"3"	"-"	"syllable_separator"
"clM-qe"	"4"	"qe"	"movement"
"clnCDik-q^"	"1"	"cln"	"handshape"
"clnCDik-q^"	"2"	"CD"	"location"
"clnCDik-q^"	"3"	"ik"	"palm_facing"
"clnCDik-q^"	"4"	"-"	"syllable_separator"
"clnCDik-q^"	"5"	"q^"	"movement"
"clnCDiM-pk^qy^zq^"	"1"	"cln"	"handshape"
"clnCDiM-pk^qy^zq^"	"2"	"CD"	"location"
"clnCDiM-pk^qy^zq^"	"3"	"iM"	"palm_facing"
"clnCDiM-pk^qy^zq^"	"4"	"-"	"syllable_separator"
"clnCDiM-pk^qy^zq^"	"5"	"pk^qy^"	"movement"
"clnCDiM-pk^qy^zq^"	"6"	"zq^"	"repetition"
"clnCDiM-q^"	"1"	"cln"	"handshape"
"clnCDiM-q^"	"2"	"CD"	"location"
"clnCDiM-q^"	"3"	"iM"	"palm_facing"
"clnCDiM-q^"	"4"	"-"	"syllable_separator"
"clnCDiM-q^"	"5"	"q^"	"movement"
"clnCDiM-qyq^zq^"	"1"	"cln"	"handshape"
"clnCDiM-qyq^zq^"	"2"	"CD"	"location"
"clnCDiM-qyq^zq^"	"3"	"iM"	"palm_facing"
"clnCDiM-qyq^zq^"	"4"	"-"	"syllable_separator"
"clnCDiM-qyq^zq^"	"5"	"qyq^"	"movement"
"clnCDiM-qyq^zq^"	"6"	"zq^"	"repetition"
"clnCiM-D"	"1"	"cln"	"handshape"
"clnCiM-D"	"2"	"C"	"location"
"clnCiM-D"	"3"	"iM"	"palm_facing"
"clnCiM-D"	"4"	"-"	"syllable_separator"
"clnCiM-D"	"5"	"D"	"movement"
"clnCM-Dzqv"	"1"	"cln"	"handshape"
"clnCM-Dzqv"	"2"	"C"	"location"
"clnCM-Dzqv"	"3"	"M"	"palm_facing"
"clnCM-Dzqv"	"4"	"-"	"syllable_separator"
"clnCM-Dzqv"	"5"	"D"	"movement"
"clnCM-Dzqv"	"6"	"zqv"	"repetition"
"clnik-q^"	"1"	"cln"	"handshape"
"clnik-q^"	"2"	"ik"	"palm_facing"
"clnik-q^"	"3"	"-"	"syllable_separator"
"clnik-q^"	"4"	"q^"	"movement"
"clnik-qk"	"1"	"cln"	"handshape"
"clnik-qk"	"2"	"ik"	"palm_facing"
"clnik-qk"	"3"	"-"	"syllable_separator"
"clnik-qk"	"4"	"qk"	"movement"
"clnik-Thv"	"1"	"cln"	"handshape"
"clnik-Thv"	"2"	"ik"	"palm_facing"
"clnik-Thv"	"3"	"-"	"syllable_separator"
"clnik-Thv"	"4"	"Thv"	"movement"
"clniU-pqo"	"1"	"cln"	"handshape"
"clniU-pqo"	"2"	"iU"	"palm_facing"
"clniU-pqo"	"3"	"-"	"syllable_separator"
"clniU-pqo"	"4"	"pqo"	"movement"
"clniU-qo"	"1"	"cln"	"handshape"
"clniU-qo"	"2"	"iU"	"palm_facing"
"clniU-qo"	"3"	"-"	"syllable_separator"
"clniU-qo"	"4"	"qo"	"movement"
"clnlCDM-qoz"	"1"	"clnl"	"handshape"
"clnlCDM-qoz"	"2"	"CD"	"location"
"clnlCDM-qoz"	"3"	"M"	"palm_facing"
"clnlCDM-qoz"	"4"	"-"	"syllable_separator"
"clnlCDM-qoz"	"5"	"qo"	"movement"
"clnlCDM-qoz"	"6"	"z"	"repetition"
"clnlM-qe"	"1"	"clnl"	"handshape"
"clnlM-qe"	"2"	"M"	"palm_facing"
"clnlM-qe"	"3"	"-"	"syllable_separator"
"clnlM-qe"	"4"	"qe"	"movement"
"clnM-pq^-U"	"1"	"cln"	"handshape"
"clnM-pq^-U"	"2"	"M"	"palm_facing"
"clnM-pq^-U"	"3"	"-"	"syllable_separator"
"clnM-pq^-U"	"4"	"pq^"	"movement"
"clnM-pq^-U"	"5"	"-"	"syllable_separator"
"clnM-pq^-U"	"6"	"U"	"palm_facing"
"clnM-qe"	"1"	"cln"	"handshape"
"clnM-qe"	"2"	"M"	"palm_facing"
"clnM-qe"	"3"	"-"	"syllable_separator"
"clnM-qe"	"4"	"qe"	"movement"
"clnMTqkx-qy"	"1"	"cln"	"handshape"
"clnMTqkx-qy"	"2"	"M"	"palm_facing"
"clnMTqkx-qy"	"3"	"Tqkx"	"hand_offset"
"clnMTqkx-qy"	"4"	"-"	"syllable_separator"
"clnMTqkx-qy"	"5"	"qy"	"movement"
"clulnCiM-q^"	"1"	"cluln"	"handshape"
"clulnCiM-q^"	"2"	"C"	"location"
"clulnCiM-q^"	"3"	"iM"	"palm_facing"
"clulnCiM-q^"	"4"	"-"	"syllable_separator"
"clulnCiM-q^"	"5"	"q^"	"movement"
"clulnCiM-q^zp"	"1"	"cluln"	"handshape"
"clulnCiM-q^zp"	"2"	"C"	"location"
"clulnCiM-q^zp"	"3"	"iM"	"palm_facing"
"clulnCiM-q^zp"	"4"	"-"	"syllable_separator"
"clulnCiM-q^zp"	"5"	"q^"	"movement"
"clulnCiM-q^zp"	"6"	"zp"	"none"
"clulnCM-pqe-cfufn"	"1"	"cluln"	"handshape"
"clulnCM-pqe-cfufn"	"2"	"C"	"location"
"clulnCM-pqe-cfufn"	"3"	"M"	"palm_facing"
"clulnCM-pqe-cfufn"	"4"	"-"	"syllable_separator"
"clulnCM-pqe-cfufn"	"5"	"pqe"	"movement"
"clulnCM-pqe-cfufn"	"6"	"-"	"syllable_separator"
"clulnCM-pqe-cfufn"	"7"	"cfufn"	"handshape"
"clulnM-qe"	"1"	"cluln"	"handshape"
"clulnM-qe"	"2"	"M"	"palm_facing"
"clulnM-qe"	"3"	"-"	"syllable_separator"
"clulnM-qe"	"4"	"qe"	"movement"
"clululnM-qe"	"1"	"clululn"	"handshape"
"clululnM-qe"	"2"	"M"	"palm_facing"
"clululnM-qe"	"3"	"-"	"syllable_separator"
"clululnM-qe"	"4"	"qe"	"movement"
"cluM-qe"	"1"	"clu"	"handshape"
"cluM-qe"	"2"	"M"	"palm_facing"
"cluM-qe"	"3"	"-"	"syllable_separator"
"cluM-qe"	"4"	"qe"	"movement"
"clWDik-q^"	"1"	"cl"	"handshape"
"clWDik-q^"	"2"	"WD"	"location"
"clWDik-q^"	"3"	"ik"	"palm_facing"
"clWDik-q^"	"4"	"-"	"syllable_separator"
"clWDik-q^"	"5"	"q^"	"movement"
"clWDU-qy"	"1"	"cl"	"handshape"
"clWDU-qy"	"2"	"WD"	"location"
"clWDU-qy"	"3"	"U"	"palm_facing"
"clWDU-qy"	"4"	"-"	"syllable_separator"
"clWDU-qy"	"5"	"qy"	"movement"
"clWik-D--clWqvM-D"	"1"	"cl"	"handshape"
"clWik-D--clWqvM-D"	"2"	"W"	"location"
"clWik-D--clWqvM-D"	"3"	"ik"	"palm_facing"
"clWik-D--clWqvM-D"	"4"	"-"	"syllable_separator"
"clWik-D--clWqvM-D"	"5"	"D"	"movement"
"clWik-D--clWqvM-D"	"6"	"-"	"syllable_separator"
"clWik-D--clWqvM-D"	"7"	"-"	"word_separator"
"clWik-D--clWqvM-D"	"8"	"cl"	"handshape"
"clWik-D--clWqvM-D"	"9"	"Wqv"	"location"
"clWik-D--clWqvM-D"	"10"	"M"	"palm_facing"
"clWik-D--clWqvM-D"	"11"	"-"	"syllable_separator"
"clWik-D--clWqvM-D"	"12"	"D"	"movement"
"clWik-Dzqk"	"1"	"cl"	"handshape"
"clWik-Dzqk"	"2"	"W"	"location"
"clWik-Dzqk"	"3"	"ik"	"palm_facing"
"clWik-Dzqk"	"4"	"-"	"syllable_separator"
"clWik-Dzqk"	"5"	"D"	"movement"
"clWik-Dzqk"	"6"	"zqk"	"repetition"
"clWKik-D"	"1"	"cl"	"handshape"
"clWKik-D"	"2"	"WK"	"location"
"clWKik-D"	"3"	"ik"	"palm_facing"
"clWKik-D"	"4"	"-"	"syllable_separator"
"clWKik-D"	"5"	"D"	"movement"
"clWKM-Dz"	"1"	"cl"	"handshape"
"clWKM-Dz"	"2"	"WK"	"location"
"clWKM-Dz"	"3"	"M"	"palm_facing"
"clWKM-Dz"	"4"	"-"	"syllable_separator"
"clWKM-Dz"	"5"	"D"	"movement"
"clWKM-Dz"	"6"	"z"	"repetition"
"cnCKhvDik-hvz"	"1"	"cn"	"handshape"
"cnCKhvDik-hvz"	"2"	"CKhvD"	"location"
"cnCKhvDik-hvz"	"3"	"ik"	"palm_facing"
"cnCKhvDik-hvz"	"4"	"-"	"syllable_separator"
"cnCKhvDik-hvz"	"5"	"hv"	"movement"
"cnCKhvDik-hvz"	"6"	"z"	"repetition"
"CnCM-Dz"	"1"	"cn"	"handshape"
"CnCM-Dz"	"2"	"C"	"location"
"CnCM-Dz"	"3"	"M"	"palm_facing"
"CnCM-Dz"	"4"	"-"	"syllable_separator"
"CnCM-Dz"	"5"	"D"	"movement"
"CnCM-Dz"	"6"	"z"	"repetition"
"cnikThv-h^q^"	"1"	"cn"	"handshape"
"cnikThv-h^q^"	"2"	"ik"	"palm_facing"
"cnikThv-h^q^"	"3"	"Thv"	"hand_offset"
"cnikThv-h^q^"	"4"	"-"	"syllable_separator"
"cnikThv-h^q^"	"5"	"h^q^"	"movement"
"cniM-q^hvz"	"1"	"cn"	"handshape"
"cniM-q^hvz"	"2"	"iM"	"palm_facing"
"cniM-q^hvz"	"3"	"-"	"syllable_separator"
"cniM-q^hvz"	"4"	"q^hv"	"movement"
"cniM-q^hvz"	"5"	"z"	"repetition"
"cnM-qe"	"1"	"cn"	"handshape"
"cnM-qe"	"2"	"M"	"palm_facing"
"cnM-qe"	"3"	"-"	"syllable_separator"
"cnM-qe"	"4"	"qe"	"movement"
"cnnfCh^iM-Dz"	"1"	"cnnf"	"handshape"
"cnnfCh^iM-Dz"	"2"	"Ch^"	"location"
"cnnfCh^iM-Dz"	"3"	"iM"	"palm_facing"
"cnnfCh^iM-Dz"	"4"	"-"	"syllable_separator"
"cnnfCh^iM-Dz"	"5"	"D"	"movement"
"cnnfCh^iM-Dz"	"6"	"z"	"repetition"
"cnnfM-qo"	"1"	"cnnf"	"handshape"
"cnnfM-qo"	"2"	"M"	"palm_facing"
"cnnfM-qo"	"3"	"-"	"syllable_separator"
"cnnfM-qo"	"4"	"qo"	"movement"
"cnnfWDiM-hkvzq^"	"1"	"cnnf"	"handshape"
"cnnfWDiM-hkvzq^"	"2"	"WD"	"location"
"cnnfWDiM-hkvzq^"	"3"	"iM"	"palm_facing"
"cnnfWDiM-hkvzq^"	"4"	"-"	"syllable_separator"
"cnnfWDiM-hkvzq^"	"5"	"hkv"	"movement"
"cnnfWDiM-hkvzq^"	"6"	"zq^"	"repetition"
"cnnfWDiM-hvzq^"	"1"	"cnnf"	"handshape"
"cnnfWDiM-hvzq^"	"2"	"WD"	"location"
"cnnfWDiM-hvzq^"	"3"	"iM"	"palm_facing"
"cnnfWDiM-hvzq^"	"4"	"-"	"syllable_separator"
"cnnfWDiM-hvzq^"	"5"	"hv"	"movement"
"cnnfWDiM-hvzq^"	"6"	"zq^"	"repetition"
"cnnfWDiM-q^"	"1"	"cnnf"	"handshape"
"cnnfWDiM-q^"	"2"	"WD"	"location"
"cnnfWDiM-q^"	"3"	"iM"	"palm_facing"
"cnnfWDiM-q^"	"4"	"-"	"syllable_separator"
"cnnfWDiM-q^"	"5"	"q^"	"movement"
"CnnfWKDiM-hv-qk-qy"	"1"	"cnnf"	"handshape"
"CnnfWKDiM-hv-qk-qy"	"2"	"WKD"	"location"
"CnnfWKDiM-hv-qk-qy"	"3"	"iM"	"palm_facing"
"CnnfWKDiM-hv-qk-qy"	"4"	"-"	"syllable_separator"
"CnnfWKDiM-hv-qk-qy"	"5"	"hv"	"movement"
"CnnfWKDiM-hv-qk-qy"	"6"	"-"	"syllable_separator"
"CnnfWKDiM-hv-qk-qy"	"7"	"qk"	"movement"
"CnnfWKDiM-hv-qk-qy"	"8"	"-"	"syllable_separator"
"CnnfWKDiM-hv-qk-qy"	"9"	"qy"	"movement"
"cnnlCik-q^zp"	"1"	"cnnl"	"handshape"
"cnnlCik-q^zp"	"2"	"C"	"location"
"cnnlCik-q^zp"	"3"	"ik"	"palm_facing"
"cnnlCik-q^zp"	"4"	"-"	"syllable_separator"
"cnnlCik-q^zp"	"5"	"q^"	"movement"
"cnnlCik-q^zp"	"6"	"zp"	"none"
"cnnlM-qe"	"1"	"cnnl"	"handshape"
"cnnlM-qe"	"2"	"M"	"palm_facing"
"cnnlM-qe"	"3"	"-"	"syllable_separator"
"cnnlM-qe"	"4"	"qe"	"movement"
"cnnlM-qkz"	"1"	"cnnl"	"handshape"
"cnnlM-qkz"	"2"	"M"	"palm_facing"
"cnnlM-qkz"	"3"	"-"	"syllable_separator"
"cnnlM-qkz"	"4"	"qk"	"movement"
"cnnlM-qkz"	"5"	"z"	"repetition"
"ctlnM-qe"	"1"	"ctln"	"handshape"
"ctlnM-qe"	"2"	"M"	"palm_facing"
"ctlnM-qe"	"3"	"-"	"syllable_separator"
"ctlnM-qe"	"4"	"qe"	"movement"
"fffrnM-qe"	"1"	"fffrn"	"handshape"
"fffrnM-qe"	"2"	"M"	"palm_facing"
"fffrnM-qe"	"3"	"-"	"syllable_separator"
"fffrnM-qe"	"4"	"qe"	"movement"
"FfrfCM-qo-ikz"	"1"	"ffrf"	"handshape"
"FfrfCM-qo-ikz"	"2"	"C"	"location"
"FfrfCM-qo-ikz"	"3"	"M"	"palm_facing"
"FfrfCM-qo-ikz"	"4"	"-"	"syllable_separator"
"FfrfCM-qo-ikz"	"5"	"qo"	"movement"
"FfrfCM-qo-ikz"	"6"	"-"	"syllable_separator"
"FfrfCM-qo-ikz"	"7"	"ik"	"palm_facing"
"FfrfCM-qo-ikz"	"8"	"z"	"repetition"
"ffrfM-h^-hv"	"1"	"ffrf"	"handshape"
"ffrfM-h^-hv"	"2"	"M"	"palm_facing"
"ffrfM-h^-hv"	"3"	"-"	"syllable_separator"
"ffrfM-h^-hv"	"4"	"h^"	"movement"
"ffrfM-h^-hv"	"5"	"-"	"syllable_separator"
"ffrfM-h^-hv"	"6"	"hv"	"movement"
"ffrfM-qe"	"1"	"ffrf"	"handshape"
"ffrfM-qe"	"2"	"M"	"palm_facing"
"ffrfM-qe"	"3"	"-"	"syllable_separator"
"ffrfM-qe"	"4"	"qe"	"movement"
"ffrfM-qy"	"1"	"ffrf"	"handshape"
"ffrfM-qy"	"2"	"M"	"palm_facing"
"ffrfM-qy"	"3"	"-"	"syllable_separator"
"ffrfM-qy"	"4"	"qy"	"movement"
"FfrfWDiM-hkv"	"1"	"ffrf"	"handshape"
"FfrfWDiM-hkv"	"2"	"WD"	"location"
"FfrfWDiM-hkv"	"3"	"iM"	"palm_facing"
"FfrfWDiM-hkv"	"4"	"-"	"syllable_separator"
"FfrfWDiM-hkv"	"5"	"hkv"	"movement"
"ffrnM-qe"	"1"	"ffrn"	"handshape"
"ffrnM-qe"	"2"	"M"	"palm_facing"
"ffrnM-qe"	"3"	"-"	"syllable_separator"
"ffrnM-qe"	"4"	"qe"	"movement"
"frnM-qe"	"1"	"frn"	"handshape"
"frnM-qe"	"2"	"M"	"palm_facing"
"frnM-qe"	"3"	"-"	"syllable_separator"
"frnM-qe"	"4"	"qe"	"movement"
"h^"	"1"	"h^"	"eyeword"
